provincia,delitos_de_mayor_incidencia,fecha,denuncias
MORONA SANTIAGO,Robo a unidades económicas,2023-11-01,5
NAPO,Robo a personas,2023-11-01,13
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,2
NAPO,Robo de motos,2023-11-01,5
NAPO,Robo de carros,2023-11-01,1
NAPO,Robo a domicilio,2023-11-01,8
NAPO,Robo a unidades económicas,2023-11-01,1
PASTAZA,Robo a personas,2023-11-01,5
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,0
PASTAZA,Robo de motos,2023-11-01,0
PASTAZA,Robo de carros,2023-11-01,0
PASTAZA,Robo a domicilio,2023-11-01,3
PASTAZA,Robo a unidades económicas,2023-11-01,1
PICHINCHA,Robo a personas,2023-11-01,545
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,214
PICHINCHA,Robo de motos,2023-11-01,121
PICHINCHA,Robo de carros,2023-11-01,273
PICHINCHA,Robo a domicilio,2023-11-01,112
PICHINCHA,Robo a unidades económicas,2023-11-01,133
TUNGURAHUA,Robo a personas,2023-11-01,24
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,11
TUNGURAHUA,Robo de motos,2023-11-01,8
TUNGURAHUA,Robo de carros,2023-11-01,3
TUNGURAHUA,Robo a domicilio,2023-11-01,14
TUNGURAHUA,Robo a unidades económicas,2023-11-01,5
ZAMORA CHINCHIPE,Robo a personas,2023-11-01,2
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,0
ZAMORA CHINCHIPE,Robo de motos,2023-11-01,3
ZAMORA CHINCHIPE,Robo de carros,2023-11-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2023-11-01,4
ZAMORA CHINCHIPE,Robo a unidades económicas,2023-11-01,0
GALAPAGOS,Robo a personas,2023-11-01,1
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,0
GALAPAGOS,Robo de motos,2023-11-01,0
GALAPAGOS,Robo de carros,2023-11-01,0
GALAPAGOS,Robo a domicilio,2023-11-01,1
GALAPAGOS,Robo a unidades económicas,2023-11-01,1
SUCUMBIOS,Robo a personas,2023-11-01,18
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,4
SUCUMBIOS,Robo de motos,2023-11-01,13
SUCUMBIOS,Robo de carros,2023-11-01,2
SUCUMBIOS,Robo a domicilio,2023-11-01,10
SUCUMBIOS,Robo a unidades económicas,2023-11-01,1
ORELLANA,Robo a personas,2023-11-01,8
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,3
ORELLANA,Robo de motos,2023-11-01,3
ORELLANA,Robo de carros,2023-11-01,3
ORELLANA,Robo a domicilio,2023-11-01,6
ORELLANA,Robo a unidades económicas,2023-11-01,5
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2023-11-01,27
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2023-11-01,16
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2023-11-01,19
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2023-11-01,14
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2023-11-01,5
SANTA ELENA,Robo a personas,2023-11-01,65
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,16
SANTA ELENA,Robo de motos,2023-11-01,19
SANTA ELENA,Robo de carros,2023-11-01,10
SANTA ELENA,Robo a domicilio,2023-11-01,33
SANTA ELENA,Robo a unidades económicas,2023-11-01,25
NACIONAL,Robo a personas,2023-11-01,2397
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2023-11-01,659
NACIONAL,Robo de motos,2023-11-01,1546
NACIONAL,Robo de carros,2023-11-01,1065
NACIONAL,Robo a domicilio,2023-11-01,606
NACIONAL,Robo a unidades económicas,2023-11-01,538
AZUAY,Robo a personas,2023-12-01,55
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,14
AZUAY,Robo de motos,2023-12-01,26
AZUAY,Robo de carros,2023-12-01,9
AZUAY,Robo a domicilio,2023-12-01,15
AZUAY,Robo a unidades económicas,2023-12-01,10
BOLIVAR,Robo a personas,2023-12-01,7
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,0
BOLIVAR,Robo de motos,2023-12-01,5
BOLIVAR,Robo de carros,2023-12-01,0
BOLIVAR,Robo a domicilio,2023-12-01,2
BOLIVAR,Robo a unidades económicas,2023-12-01,1
CANAR,Robo a personas,2023-12-01,19
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,1
CANAR,Robo de motos,2023-12-01,10
CANAR,Robo de carros,2023-12-01,4
CANAR,Robo a domicilio,2023-12-01,10
CANAR,Robo a unidades económicas,2023-12-01,0
CARCHI,Robo a personas,2023-12-01,2
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,3
CARCHI,Robo de motos,2023-12-01,1
CARCHI,Robo de carros,2023-12-01,1
CARCHI,Robo a domicilio,2023-12-01,7
CARCHI,Robo a unidades económicas,2023-12-01,2
COTOPAXI,Robo a personas,2023-12-01,19
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,11
COTOPAXI,Robo de motos,2023-12-01,14
COTOPAXI,Robo de carros,2023-12-01,6
COTOPAXI,Robo a domicilio,2023-12-01,6
COTOPAXI,Robo a unidades económicas,2023-12-01,3
CHIMBORAZO,Robo a personas,2023-12-01,35
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,22
CHIMBORAZO,Robo de motos,2023-12-01,2
CHIMBORAZO,Robo de carros,2023-12-01,7
CHIMBORAZO,Robo a domicilio,2023-12-01,17
CHIMBORAZO,Robo a unidades económicas,2023-12-01,6
EL ORO,Robo a personas,2023-12-01,154
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,16
EL ORO,Robo de motos,2023-12-01,130
EL ORO,Robo de carros,2023-12-01,40
EL ORO,Robo a domicilio,2023-12-01,27
EL ORO,Robo a unidades económicas,2023-12-01,25
ESMERALDAS,Robo a personas,2023-12-01,53
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,5
ESMERALDAS,Robo de motos,2023-12-01,66
ESMERALDAS,Robo de carros,2023-12-01,4
ESMERALDAS,Robo a domicilio,2023-12-01,21
ESMERALDAS,Robo a unidades económicas,2023-12-01,10
GUAYAS,Robo a personas,2023-12-01,1078
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,247
GUAYAS,Robo de motos,2023-12-01,746
GUAYAS,Robo de carros,2023-12-01,552
GUAYAS,Robo a domicilio,2023-12-01,188
GUAYAS,Robo a unidades económicas,2023-12-01,199
IMBABURA,Robo a personas,2023-12-01,31
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,10
IMBABURA,Robo de motos,2023-12-01,41
IMBABURA,Robo de carros,2023-12-01,18
IMBABURA,Robo a domicilio,2023-12-01,8
IMBABURA,Robo a unidades económicas,2023-12-01,4
LOJA,Robo a personas,2023-12-01,11
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,7
LOJA,Robo de motos,2023-12-01,1
LOJA,Robo de carros,2023-12-01,1
LOJA,Robo a domicilio,2023-12-01,3
LOJA,Robo a unidades económicas,2023-12-01,2
LOS RIOS,Robo a personas,2023-12-01,152
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,14
LOS RIOS,Robo de motos,2023-12-01,313
LOS RIOS,Robo de carros,2023-12-01,98
LOS RIOS,Robo a domicilio,2023-12-01,10
LOS RIOS,Robo a unidades económicas,2023-12-01,14
MANABI,Robo a personas,2023-12-01,122
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,32
MANABI,Robo de motos,2023-12-01,158
MANABI,Robo de carros,2023-12-01,77
MANABI,Robo a domicilio,2023-12-01,48
MANABI,Robo a unidades económicas,2023-12-01,36
MORONA SANTIAGO,Robo a personas,2023-12-01,2
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,1
MORONA SANTIAGO,Robo de motos,2023-12-01,2
MORONA SANTIAGO,Robo de carros,2023-12-01,0
MORONA SANTIAGO,Robo a domicilio,2023-12-01,1
MORONA SANTIAGO,Robo a unidades económicas,2023-12-01,1
NAPO,Robo a personas,2023-12-01,7
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,0
NAPO,Robo de motos,2023-12-01,3
NAPO,Robo de carros,2023-12-01,0
NAPO,Robo a domicilio,2023-12-01,4
NAPO,Robo a unidades económicas,2023-12-01,2
PASTAZA,Robo a personas,2023-12-01,2
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,1
PASTAZA,Robo de motos,2023-12-01,1
PASTAZA,Robo de carros,2023-12-01,2
PASTAZA,Robo a domicilio,2023-12-01,6
PASTAZA,Robo a unidades económicas,2023-12-01,3
PICHINCHA,Robo a personas,2023-12-01,613
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,253
PICHINCHA,Robo de motos,2023-12-01,136
PICHINCHA,Robo de carros,2023-12-01,266
PICHINCHA,Robo a domicilio,2023-12-01,88
PICHINCHA,Robo a unidades económicas,2023-12-01,142
TUNGURAHUA,Robo a personas,2023-12-01,18
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,8
TUNGURAHUA,Robo de motos,2023-12-01,4
TUNGURAHUA,Robo de carros,2023-12-01,7
TUNGURAHUA,Robo a domicilio,2023-12-01,2
TUNGURAHUA,Robo a unidades económicas,2023-12-01,1
ZAMORA CHINCHIPE,Robo a personas,2023-12-01,2
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,2
ZAMORA CHINCHIPE,Robo de motos,2023-12-01,2
ZAMORA CHINCHIPE,Robo de carros,2023-12-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2023-12-01,6
ZAMORA CHINCHIPE,Robo a unidades económicas,2023-12-01,2
GALAPAGOS,Robo a personas,2023-12-01,1
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,0
GALAPAGOS,Robo de motos,2023-12-01,0
GALAPAGOS,Robo de carros,2023-12-01,1
GALAPAGOS,Robo a domicilio,2023-12-01,1
GALAPAGOS,Robo a unidades económicas,2023-12-01,0
SUCUMBIOS,Robo a personas,2023-12-01,30
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,6
SUCUMBIOS,Robo de motos,2023-12-01,24
SUCUMBIOS,Robo de carros,2023-12-01,7
SUCUMBIOS,Robo a domicilio,2023-12-01,9
SUCUMBIOS,Robo a unidades económicas,2023-12-01,6
ORELLANA,Robo a personas,2023-12-01,14
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,0
ORELLANA,Robo de motos,2023-12-01,20
ORELLANA,Robo de carros,2023-12-01,3
ORELLANA,Robo a domicilio,2023-12-01,10
ORELLANA,Robo a unidades económicas,2023-12-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2023-12-01,17
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,6
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2023-12-01,15
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2023-12-01,11
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2023-12-01,6
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2023-12-01,8
SANTA ELENA,Robo a personas,2023-12-01,41
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,12
SANTA ELENA,Robo de motos,2023-12-01,40
SANTA ELENA,Robo de carros,2023-12-01,14
SANTA ELENA,Robo a domicilio,2023-12-01,24
SANTA ELENA,Robo a unidades económicas,2023-12-01,16
NACIONAL,Robo a personas,2023-12-01,2485
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2023-12-01,671
NACIONAL,Robo de motos,2023-12-01,1760
NACIONAL,Robo de carros,2023-12-01,1128
NACIONAL,Robo a domicilio,2023-12-01,519
NACIONAL,Robo a unidades económicas,2023-12-01,500
AZUAY,Robo a personas,2024-01-01,48
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,24
AZUAY,Robo de motos,2024-01-01,16
AZUAY,Robo de carros,2024-01-01,7
AZUAY,Robo a domicilio,2024-01-01,22
AZUAY,Robo a unidades económicas,2024-01-01,8
BOLIVAR,Robo a personas,2024-01-01,2
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,0
BOLIVAR,Robo de motos,2024-01-01,2
BOLIVAR,Robo de carros,2024-01-01,0
BOLIVAR,Robo a domicilio,2024-01-01,1
BOLIVAR,Robo a unidades económicas,2024-01-01,0
CANAR,Robo a personas,2024-01-01,17
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,1
CANAR,Robo de motos,2024-01-01,16
CANAR,Robo de carros,2024-01-01,2
CANAR,Robo a domicilio,2024-01-01,10
CANAR,Robo a unidades económicas,2024-01-01,6
CARCHI,Robo a personas,2024-01-01,5
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,1
CARCHI,Robo de motos,2024-01-01,1
CARCHI,Robo de carros,2024-01-01,0
CARCHI,Robo a domicilio,2024-01-01,3
CARCHI,Robo a unidades económicas,2024-01-01,6
COTOPAXI,Robo a personas,2024-01-01,27
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,8
COTOPAXI,Robo de motos,2024-01-01,9
COTOPAXI,Robo de carros,2024-01-01,2
COTOPAXI,Robo a domicilio,2024-01-01,10
COTOPAXI,Robo a unidades económicas,2024-01-01,5
CHIMBORAZO,Robo a personas,2024-01-01,36
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,14
CHIMBORAZO,Robo de motos,2024-01-01,3
CHIMBORAZO,Robo de carros,2024-01-01,8
CHIMBORAZO,Robo a domicilio,2024-01-01,12
CHIMBORAZO,Robo a unidades económicas,2024-01-01,3
EL ORO,Robo a personas,2024-01-01,136
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,11
EL ORO,Robo de motos,2024-01-01,106
EL ORO,Robo de carros,2024-01-01,21
EL ORO,Robo a domicilio,2024-01-01,17
EL ORO,Robo a unidades económicas,2024-01-01,33
ESMERALDAS,Robo a personas,2024-01-01,38
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,8
ESMERALDAS,Robo de motos,2024-01-01,57
ESMERALDAS,Robo de carros,2024-01-01,7
ESMERALDAS,Robo a domicilio,2024-01-01,18
ESMERALDAS,Robo a unidades económicas,2024-01-01,15
GUAYAS,Robo a personas,2024-01-01,734
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,194
GUAYAS,Robo de motos,2024-01-01,457
GUAYAS,Robo de carros,2024-01-01,314
GUAYAS,Robo a domicilio,2024-01-01,166
GUAYAS,Robo a unidades económicas,2024-01-01,146
IMBABURA,Robo a personas,2024-01-01,30
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,7
IMBABURA,Robo de motos,2024-01-01,17
IMBABURA,Robo de carros,2024-01-01,5
IMBABURA,Robo a domicilio,2024-01-01,13
IMBABURA,Robo a unidades económicas,2024-01-01,11
LOJA,Robo a personas,2024-01-01,8
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,3
LOJA,Robo de motos,2024-01-01,0
LOJA,Robo de carros,2024-01-01,2
LOJA,Robo a domicilio,2024-01-01,1
LOJA,Robo a unidades económicas,2024-01-01,2
LOS RIOS,Robo a personas,2024-01-01,103
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,18
LOS RIOS,Robo de motos,2024-01-01,190
LOS RIOS,Robo de carros,2024-01-01,55
LOS RIOS,Robo a domicilio,2024-01-01,17
LOS RIOS,Robo a unidades económicas,2024-01-01,12
MANABI,Robo a personas,2024-01-01,92
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,20
MANABI,Robo de motos,2024-01-01,100
MANABI,Robo de carros,2024-01-01,45
MANABI,Robo a domicilio,2024-01-01,51
MANABI,Robo a unidades económicas,2024-01-01,29
MORONA SANTIAGO,Robo a personas,2024-01-01,2
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,0
MORONA SANTIAGO,Robo de motos,2024-01-01,1
MORONA SANTIAGO,Robo de carros,2024-01-01,0
MORONA SANTIAGO,Robo a domicilio,2024-01-01,3
MORONA SANTIAGO,Robo a unidades económicas,2024-01-01,4
NAPO,Robo a personas,2024-01-01,6
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,1
NAPO,Robo de motos,2024-01-01,1
NAPO,Robo de carros,2024-01-01,1
NAPO,Robo a domicilio,2024-01-01,4
NAPO,Robo a unidades económicas,2024-01-01,1
PASTAZA,Robo a personas,2024-01-01,3
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,1
PASTAZA,Robo de motos,2024-01-01,0
PASTAZA,Robo de carros,2024-01-01,0
PASTAZA,Robo a domicilio,2024-01-01,1
PASTAZA,Robo a unidades económicas,2024-01-01,1
PICHINCHA,Robo a personas,2024-01-01,465
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,173
PICHINCHA,Robo de motos,2024-01-01,82
PICHINCHA,Robo de carros,2024-01-01,198
PICHINCHA,Robo a domicilio,2024-01-01,76
PICHINCHA,Robo a unidades económicas,2024-01-01,117
TUNGURAHUA,Robo a personas,2024-01-01,19
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,4
TUNGURAHUA,Robo de motos,2024-01-01,1
TUNGURAHUA,Robo de carros,2024-01-01,2
TUNGURAHUA,Robo a domicilio,2024-01-01,3
TUNGURAHUA,Robo a unidades económicas,2024-01-01,3
ZAMORA CHINCHIPE,Robo a personas,2024-01-01,1
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,1
ZAMORA CHINCHIPE,Robo de motos,2024-01-01,1
ZAMORA CHINCHIPE,Robo de carros,2024-01-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2024-01-01,5
ZAMORA CHINCHIPE,Robo a unidades económicas,2024-01-01,3
GALAPAGOS,Robo a personas,2024-01-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,0
GALAPAGOS,Robo de motos,2024-01-01,0
GALAPAGOS,Robo de carros,2024-01-01,0
GALAPAGOS,Robo a domicilio,2024-01-01,0
GALAPAGOS,Robo a unidades económicas,2024-01-01,0
SUCUMBIOS,Robo a personas,2024-01-01,26
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,4
SUCUMBIOS,Robo de motos,2024-01-01,15
SUCUMBIOS,Robo de carros,2024-01-01,1
SUCUMBIOS,Robo a domicilio,2024-01-01,10
SUCUMBIOS,Robo a unidades económicas,2024-01-01,7
ORELLANA,Robo a personas,2024-01-01,15
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,1
ORELLANA,Robo de motos,2024-01-01,14
ORELLANA,Robo de carros,2024-01-01,4
ORELLANA,Robo a domicilio,2024-01-01,6
ORELLANA,Robo a unidades económicas,2024-01-01,11
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2024-01-01,33
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2024-01-01,11
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2024-01-01,14
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2024-01-01,9
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2024-01-01,4
SANTA ELENA,Robo a personas,2024-01-01,55
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,13
SANTA ELENA,Robo de motos,2024-01-01,27
SANTA ELENA,Robo de carros,2024-01-01,10
SANTA ELENA,Robo a domicilio,2024-01-01,24
SANTA ELENA,Robo a unidades económicas,2024-01-01,21
NACIONAL,Robo a personas,2024-01-01,1901
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2024-01-01,514
NACIONAL,Robo de motos,2024-01-01,1127
NACIONAL,Robo de carros,2024-01-01,698
NACIONAL,Robo a domicilio,2024-01-01,482
NACIONAL,Robo a unidades económicas,2024-01-01,448
AZUAY,Robo a personas,2024-02-01,47
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,10
AZUAY,Robo de motos,2024-02-01,17
AZUAY,Robo de carros,2024-02-01,8
AZUAY,Robo a domicilio,2024-02-01,10
AZUAY,Robo a unidades económicas,2024-02-01,9
BOLIVAR,Robo a personas,2024-02-01,8
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,1
BOLIVAR,Robo de motos,2024-02-01,2
BOLIVAR,Robo de carros,2024-02-01,0
BOLIVAR,Robo a domicilio,2024-02-01,3
BOLIVAR,Robo a unidades económicas,2024-02-01,1
CANAR,Robo a personas,2024-02-01,14
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,3
CANAR,Robo de motos,2024-02-01,12
CANAR,Robo de carros,2024-02-01,5
CANAR,Robo a domicilio,2024-02-01,7
CANAR,Robo a unidades económicas,2024-02-01,1
CARCHI,Robo a personas,2024-02-01,2
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,2
CARCHI,Robo de motos,2024-02-01,1
CARCHI,Robo de carros,2024-02-01,0
CARCHI,Robo a domicilio,2024-02-01,3
CARCHI,Robo a unidades económicas,2024-02-01,5
COTOPAXI,Robo a personas,2024-02-01,17
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,9
COTOPAXI,Robo de motos,2024-02-01,10
COTOPAXI,Robo de carros,2024-02-01,2
COTOPAXI,Robo a domicilio,2024-02-01,3
COTOPAXI,Robo a unidades económicas,2024-02-01,4
CHIMBORAZO,Robo a personas,2024-02-01,53
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,21
CHIMBORAZO,Robo de motos,2024-02-01,3
CHIMBORAZO,Robo de carros,2024-02-01,9
CHIMBORAZO,Robo a domicilio,2024-02-01,9
CHIMBORAZO,Robo a unidades económicas,2024-02-01,6
EL ORO,Robo a personas,2024-02-01,122
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,9
EL ORO,Robo de motos,2024-02-01,84
EL ORO,Robo de carros,2024-02-01,22
EL ORO,Robo a domicilio,2024-02-01,28
EL ORO,Robo a unidades económicas,2024-02-01,21
ESMERALDAS,Robo a personas,2024-02-01,34
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,10
ESMERALDAS,Robo de motos,2024-02-01,23
ESMERALDAS,Robo de carros,2024-02-01,8
ESMERALDAS,Robo a domicilio,2024-02-01,20
ESMERALDAS,Robo a unidades económicas,2024-02-01,12
GUAYAS,Robo a personas,2024-02-01,808
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,185
GUAYAS,Robo de motos,2024-02-01,443
GUAYAS,Robo de carros,2024-02-01,286
GUAYAS,Robo a domicilio,2024-02-01,157
GUAYAS,Robo a unidades económicas,2024-02-01,147
IMBABURA,Robo a personas,2024-02-01,28
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,16
IMBABURA,Robo de motos,2024-02-01,22
IMBABURA,Robo de carros,2024-02-01,10
IMBABURA,Robo a domicilio,2024-02-01,13
IMBABURA,Robo a unidades económicas,2024-02-01,11
LOJA,Robo a personas,2024-02-01,20
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,2
LOJA,Robo de motos,2024-02-01,3
LOJA,Robo de carros,2024-02-01,1
LOJA,Robo a domicilio,2024-02-01,2
LOJA,Robo a unidades económicas,2024-02-01,2
LOS RIOS,Robo a personas,2024-02-01,100
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,11
LOS RIOS,Robo de motos,2024-02-01,172
LOS RIOS,Robo de carros,2024-02-01,43
LOS RIOS,Robo a domicilio,2024-02-01,33
LOS RIOS,Robo a unidades económicas,2024-02-01,15
MANABI,Robo a personas,2024-02-01,100
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,27
MANABI,Robo de motos,2024-02-01,94
MANABI,Robo de carros,2024-02-01,47
MANABI,Robo a domicilio,2024-02-01,36
MANABI,Robo a unidades económicas,2024-02-01,29
MORONA SANTIAGO,Robo a personas,2024-02-01,2
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,1
MORONA SANTIAGO,Robo de motos,2024-02-01,4
MORONA SANTIAGO,Robo de carros,2024-02-01,0
MORONA SANTIAGO,Robo a domicilio,2024-02-01,7
MORONA SANTIAGO,Robo a unidades económicas,2024-02-01,1
NAPO,Robo a personas,2024-02-01,10
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,2
NAPO,Robo de motos,2024-02-01,1
NAPO,Robo de carros,2024-02-01,0
NAPO,Robo a domicilio,2024-02-01,4
NAPO,Robo a unidades económicas,2024-02-01,3
PASTAZA,Robo a personas,2024-02-01,7
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,1
PASTAZA,Robo de motos,2024-02-01,2
PASTAZA,Robo de carros,2024-02-01,0
PASTAZA,Robo a domicilio,2024-02-01,1
PASTAZA,Robo a unidades económicas,2024-02-01,0
PICHINCHA,Robo a personas,2024-02-01,478
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,219
PICHINCHA,Robo de motos,2024-02-01,81
PICHINCHA,Robo de carros,2024-02-01,195
PICHINCHA,Robo a domicilio,2024-02-01,67
PICHINCHA,Robo a unidades económicas,2024-02-01,73
TUNGURAHUA,Robo a personas,2024-02-01,18
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,4
TUNGURAHUA,Robo de motos,2024-02-01,2
TUNGURAHUA,Robo de carros,2024-02-01,0
TUNGURAHUA,Robo a domicilio,2024-02-01,12
TUNGURAHUA,Robo a unidades económicas,2024-02-01,5
ZAMORA CHINCHIPE,Robo a personas,2024-02-01,2
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,1
ZAMORA CHINCHIPE,Robo de motos,2024-02-01,1
ZAMORA CHINCHIPE,Robo de carros,2024-02-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2024-02-01,4
ZAMORA CHINCHIPE,Robo a unidades económicas,2024-02-01,3
GALAPAGOS,Robo a personas,2024-02-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,0
GALAPAGOS,Robo de motos,2024-02-01,0
GALAPAGOS,Robo de carros,2024-02-01,0
GALAPAGOS,Robo a domicilio,2024-02-01,1
GALAPAGOS,Robo a unidades económicas,2024-02-01,1
SUCUMBIOS,Robo a personas,2024-02-01,27
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2024-02-01,4
SUCUMBIOS,Robo de motos,2024-02-01,18
SUCUMBIOS,Robo de carros,2024-02-01,1
SUCUMBIOS,Robo a domicilio,2024-02-01,11
