provincia,delitos_de_mayor_incidencia,fecha,denuncias
ESMERALDAS,Robo a personas,2020-04-01,19
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,3
ESMERALDAS,Robo de motos,2020-04-01,6
ESMERALDAS,Robo de carros,2020-04-01,0
ESMERALDAS,Robo a domicilio,2020-04-01,12
ESMERALDAS,Robo a unidades económicas,2020-04-01,6
GUAYAS,Robo a personas,2020-04-01,107
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,22
GUAYAS,Robo de motos,2020-04-01,93
GUAYAS,Robo de carros,2020-04-01,33
GUAYAS,Robo a domicilio,2020-04-01,46
GUAYAS,Robo a unidades económicas,2020-04-01,74
IMBABURA,Robo a personas,2020-04-01,5
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,2
IMBABURA,Robo de motos,2020-04-01,1
IMBABURA,Robo de carros,2020-04-01,0
IMBABURA,Robo a domicilio,2020-04-01,6
IMBABURA,Robo a unidades económicas,2020-04-01,7
LOJA,Robo a personas,2020-04-01,1
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
LOJA,Robo de motos,2020-04-01,0
LOJA,Robo de carros,2020-04-01,0
LOJA,Robo a domicilio,2020-04-01,8
LOJA,Robo a unidades económicas,2020-04-01,1
LOS RIOS,Robo a personas,2020-04-01,44
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,3
LOS RIOS,Robo de motos,2020-04-01,52
LOS RIOS,Robo de carros,2020-04-01,11
LOS RIOS,Robo a domicilio,2020-04-01,14
LOS RIOS,Robo a unidades económicas,2020-04-01,22
MANABI,Robo a personas,2020-04-01,16
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
MANABI,Robo de motos,2020-04-01,6
MANABI,Robo de carros,2020-04-01,3
MANABI,Robo a domicilio,2020-04-01,27
MANABI,Robo a unidades económicas,2020-04-01,13
MORONA SANTIAGO,Robo a personas,2020-04-01,0
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
MORONA SANTIAGO,Robo de motos,2020-04-01,0
MORONA SANTIAGO,Robo de carros,2020-04-01,0
MORONA SANTIAGO,Robo a domicilio,2020-04-01,6
MORONA SANTIAGO,Robo a unidades económicas,2020-04-01,0
NAPO,Robo a personas,2020-04-01,0
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
NAPO,Robo de motos,2020-04-01,0
NAPO,Robo de carros,2020-04-01,0
NAPO,Robo a domicilio,2020-04-01,1
NAPO,Robo a unidades económicas,2020-04-01,0
PASTAZA,Robo a personas,2020-04-01,0
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,1
PASTAZA,Robo de motos,2020-04-01,1
PASTAZA,Robo de carros,2020-04-01,0
PASTAZA,Robo a domicilio,2020-04-01,2
PASTAZA,Robo a unidades económicas,2020-04-01,0
PICHINCHA,Robo a personas,2020-04-01,55
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,37
PICHINCHA,Robo de motos,2020-04-01,29
PICHINCHA,Robo de carros,2020-04-01,10
PICHINCHA,Robo a domicilio,2020-04-01,20
PICHINCHA,Robo a unidades económicas,2020-04-01,48
TUNGURAHUA,Robo a personas,2020-04-01,5
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,11
TUNGURAHUA,Robo de motos,2020-04-01,4
TUNGURAHUA,Robo de carros,2020-04-01,0
TUNGURAHUA,Robo a domicilio,2020-04-01,4
TUNGURAHUA,Robo a unidades económicas,2020-04-01,5
ZAMORA CHINCHIPE,Robo a personas,2020-04-01,0
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
ZAMORA CHINCHIPE,Robo de motos,2020-04-01,0
ZAMORA CHINCHIPE,Robo de carros,2020-04-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2020-04-01,1
ZAMORA CHINCHIPE,Robo a unidades económicas,2020-04-01,0
GALAPAGOS,Robo a personas,2020-04-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
GALAPAGOS,Robo de motos,2020-04-01,0
GALAPAGOS,Robo de carros,2020-04-01,0
GALAPAGOS,Robo a domicilio,2020-04-01,1
GALAPAGOS,Robo a unidades económicas,2020-04-01,0
SUCUMBIOS,Robo a personas,2020-04-01,1
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
SUCUMBIOS,Robo de motos,2020-04-01,0
SUCUMBIOS,Robo de carros,2020-04-01,0
SUCUMBIOS,Robo a domicilio,2020-04-01,3
SUCUMBIOS,Robo a unidades económicas,2020-04-01,1
ORELLANA,Robo a personas,2020-04-01,3
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
ORELLANA,Robo de motos,2020-04-01,3
ORELLANA,Robo de carros,2020-04-01,0
ORELLANA,Robo a domicilio,2020-04-01,3
ORELLANA,Robo a unidades económicas,2020-04-01,1
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2020-04-01,17
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,0
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2020-04-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2020-04-01,3
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2020-04-01,10
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2020-04-01,10
SANTA ELENA,Robo a personas,2020-04-01,9
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,1
SANTA ELENA,Robo de motos,2020-04-01,1
SANTA ELENA,Robo de carros,2020-04-01,1
SANTA ELENA,Robo a domicilio,2020-04-01,7
SANTA ELENA,Robo a unidades económicas,2020-04-01,4
NACIONAL,Robo a personas,2020-04-01,331
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2020-04-01,94
NACIONAL,Robo de motos,2020-04-01,240
NACIONAL,Robo de carros,2020-04-01,67
NACIONAL,Robo a domicilio,2020-04-01,193
NACIONAL,Robo a unidades económicas,2020-04-01,221
AZUAY,Robo a personas,2020-05-01,18
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,34
AZUAY,Robo de motos,2020-05-01,6
AZUAY,Robo de carros,2020-05-01,4
AZUAY,Robo a domicilio,2020-05-01,18
AZUAY,Robo a unidades económicas,2020-05-01,8
BOLIVAR,Robo a personas,2020-05-01,0
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,1
BOLIVAR,Robo de motos,2020-05-01,1
BOLIVAR,Robo de carros,2020-05-01,1
BOLIVAR,Robo a domicilio,2020-05-01,3
BOLIVAR,Robo a unidades económicas,2020-05-01,1
CANAR,Robo a personas,2020-05-01,3
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,3
CANAR,Robo de motos,2020-05-01,2
CANAR,Robo de carros,2020-05-01,0
CANAR,Robo a domicilio,2020-05-01,3
CANAR,Robo a unidades económicas,2020-05-01,0
CARCHI,Robo a personas,2020-05-01,2
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,1
CARCHI,Robo de motos,2020-05-01,0
CARCHI,Robo de carros,2020-05-01,0
CARCHI,Robo a domicilio,2020-05-01,6
CARCHI,Robo a unidades económicas,2020-05-01,0
COTOPAXI,Robo a personas,2020-05-01,4
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,5
COTOPAXI,Robo de motos,2020-05-01,0
COTOPAXI,Robo de carros,2020-05-01,0
COTOPAXI,Robo a domicilio,2020-05-01,0
COTOPAXI,Robo a unidades económicas,2020-05-01,0
CHIMBORAZO,Robo a personas,2020-05-01,15
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,6
CHIMBORAZO,Robo de motos,2020-05-01,4
CHIMBORAZO,Robo de carros,2020-05-01,2
CHIMBORAZO,Robo a domicilio,2020-05-01,5
CHIMBORAZO,Robo a unidades económicas,2020-05-01,1
EL ORO,Robo a personas,2020-05-01,55
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,4
EL ORO,Robo de motos,2020-05-01,23
EL ORO,Robo de carros,2020-05-01,3
EL ORO,Robo a domicilio,2020-05-01,22
EL ORO,Robo a unidades económicas,2020-05-01,21
ESMERALDAS,Robo a personas,2020-05-01,45
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,0
ESMERALDAS,Robo de motos,2020-05-01,9
ESMERALDAS,Robo de carros,2020-05-01,1
ESMERALDAS,Robo a domicilio,2020-05-01,26
ESMERALDAS,Robo a unidades económicas,2020-05-01,5
GUAYAS,Robo a personas,2020-05-01,260
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,79
GUAYAS,Robo de motos,2020-05-01,127
GUAYAS,Robo de carros,2020-05-01,92
GUAYAS,Robo a domicilio,2020-05-01,83
GUAYAS,Robo a unidades económicas,2020-05-01,51
IMBABURA,Robo a personas,2020-05-01,10
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,2
IMBABURA,Robo de motos,2020-05-01,3
IMBABURA,Robo de carros,2020-05-01,1
IMBABURA,Robo a domicilio,2020-05-01,9
IMBABURA,Robo a unidades económicas,2020-05-01,1
LOJA,Robo a personas,2020-05-01,4
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,4
LOJA,Robo de motos,2020-05-01,1
LOJA,Robo de carros,2020-05-01,0
LOJA,Robo a domicilio,2020-05-01,9
LOJA,Robo a unidades económicas,2020-05-01,1
LOS RIOS,Robo a personas,2020-05-01,67
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,4
LOS RIOS,Robo de motos,2020-05-01,85
LOS RIOS,Robo de carros,2020-05-01,17
LOS RIOS,Robo a domicilio,2020-05-01,19
LOS RIOS,Robo a unidades económicas,2020-05-01,9
MANABI,Robo a personas,2020-05-01,40
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,3
MANABI,Robo de motos,2020-05-01,18
MANABI,Robo de carros,2020-05-01,8
MANABI,Robo a domicilio,2020-05-01,31
MANABI,Robo a unidades económicas,2020-05-01,18
MORONA SANTIAGO,Robo a personas,2020-05-01,0
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,0
MORONA SANTIAGO,Robo de motos,2020-05-01,0
MORONA SANTIAGO,Robo de carros,2020-05-01,0
MORONA SANTIAGO,Robo a domicilio,2020-05-01,9
MORONA SANTIAGO,Robo a unidades económicas,2020-05-01,0
NAPO,Robo a personas,2020-05-01,1
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,0
NAPO,Robo de motos,2020-05-01,1
NAPO,Robo de carros,2020-05-01,0
NAPO,Robo a domicilio,2020-05-01,6
NAPO,Robo a unidades económicas,2020-05-01,0
PASTAZA,Robo a personas,2020-05-01,4
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,0
PASTAZA,Robo de motos,2020-05-01,0
PASTAZA,Robo de carros,2020-05-01,0
PASTAZA,Robo a domicilio,2020-05-01,0
PASTAZA,Robo a unidades económicas,2020-05-01,1
PICHINCHA,Robo a personas,2020-05-01,139
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,81
PICHINCHA,Robo de motos,2020-05-01,62
PICHINCHA,Robo de carros,2020-05-01,42
PICHINCHA,Robo a domicilio,2020-05-01,52
PICHINCHA,Robo a unidades económicas,2020-05-01,53
TUNGURAHUA,Robo a personas,2020-05-01,16
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,11
TUNGURAHUA,Robo de motos,2020-05-01,3
TUNGURAHUA,Robo de carros,2020-05-01,2
TUNGURAHUA,Robo a domicilio,2020-05-01,11
TUNGURAHUA,Robo a unidades económicas,2020-05-01,7
ZAMORA CHINCHIPE,Robo a personas,2020-05-01,0
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,0
ZAMORA CHINCHIPE,Robo de motos,2020-05-01,0
ZAMORA CHINCHIPE,Robo de carros,2020-05-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2020-05-01,3
ZAMORA CHINCHIPE,Robo a unidades económicas,2020-05-01,2
GALAPAGOS,Robo a personas,2020-05-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,0
GALAPAGOS,Robo de motos,2020-05-01,0
GALAPAGOS,Robo de carros,2020-05-01,0
GALAPAGOS,Robo a domicilio,2020-05-01,0
GALAPAGOS,Robo a unidades económicas,2020-05-01,0
SUCUMBIOS,Robo a personas,2020-05-01,12
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,3
SUCUMBIOS,Robo de motos,2020-05-01,2
SUCUMBIOS,Robo de carros,2020-05-01,0
SUCUMBIOS,Robo a domicilio,2020-05-01,6
SUCUMBIOS,Robo a unidades económicas,2020-05-01,3
ORELLANA,Robo a personas,2020-05-01,0
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,0
ORELLANA,Robo de motos,2020-05-01,11
ORELLANA,Robo de carros,2020-05-01,1
ORELLANA,Robo a domicilio,2020-05-01,8
ORELLANA,Robo a unidades económicas,2020-05-01,3
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2020-05-01,24
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,2
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2020-05-01,20
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2020-05-01,16
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2020-05-01,12
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2020-05-01,7
SANTA ELENA,Robo a personas,2020-05-01,19
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,0
SANTA ELENA,Robo de motos,2020-05-01,9
SANTA ELENA,Robo de carros,2020-05-01,2
SANTA ELENA,Robo a domicilio,2020-05-01,17
SANTA ELENA,Robo a unidades económicas,2020-05-01,3
NACIONAL,Robo a personas,2020-05-01,738
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2020-05-01,243
NACIONAL,Robo de motos,2020-05-01,387
NACIONAL,Robo de carros,2020-05-01,192
NACIONAL,Robo a domicilio,2020-05-01,358
NACIONAL,Robo a unidades económicas,2020-05-01,195
AZUAY,Robo a personas,2020-06-01,33
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,58
AZUAY,Robo de motos,2020-06-01,17
AZUAY,Robo de carros,2020-06-01,4
AZUAY,Robo a domicilio,2020-06-01,19
AZUAY,Robo a unidades económicas,2020-06-01,13
BOLIVAR,Robo a personas,2020-06-01,2
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,0
BOLIVAR,Robo de motos,2020-06-01,5
BOLIVAR,Robo de carros,2020-06-01,0
BOLIVAR,Robo a domicilio,2020-06-01,2
BOLIVAR,Robo a unidades económicas,2020-06-01,1
CANAR,Robo a personas,2020-06-01,8
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,7
CANAR,Robo de motos,2020-06-01,3
CANAR,Robo de carros,2020-06-01,0
CANAR,Robo a domicilio,2020-06-01,11
CANAR,Robo a unidades económicas,2020-06-01,1
CARCHI,Robo a personas,2020-06-01,4
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,2
CARCHI,Robo de motos,2020-06-01,0
CARCHI,Robo de carros,2020-06-01,0
CARCHI,Robo a domicilio,2020-06-01,0
CARCHI,Robo a unidades económicas,2020-06-01,2
COTOPAXI,Robo a personas,2020-06-01,5
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,6
COTOPAXI,Robo de motos,2020-06-01,3
COTOPAXI,Robo de carros,2020-06-01,2
COTOPAXI,Robo a domicilio,2020-06-01,5
COTOPAXI,Robo a unidades económicas,2020-06-01,3
CHIMBORAZO,Robo a personas,2020-06-01,17
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,13
CHIMBORAZO,Robo de motos,2020-06-01,4
CHIMBORAZO,Robo de carros,2020-06-01,4
CHIMBORAZO,Robo a domicilio,2020-06-01,2
CHIMBORAZO,Robo a unidades económicas,2020-06-01,4
EL ORO,Robo a personas,2020-06-01,72
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,3
EL ORO,Robo de motos,2020-06-01,46
EL ORO,Robo de carros,2020-06-01,7
EL ORO,Robo a domicilio,2020-06-01,22
EL ORO,Robo a unidades económicas,2020-06-01,20
ESMERALDAS,Robo a personas,2020-06-01,51
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,3
ESMERALDAS,Robo de motos,2020-06-01,23
ESMERALDAS,Robo de carros,2020-06-01,3
ESMERALDAS,Robo a domicilio,2020-06-01,40
ESMERALDAS,Robo a unidades económicas,2020-06-01,8
GUAYAS,Robo a personas,2020-06-01,534
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,144
GUAYAS,Robo de motos,2020-06-01,206
GUAYAS,Robo de carros,2020-06-01,149
GUAYAS,Robo a domicilio,2020-06-01,125
GUAYAS,Robo a unidades económicas,2020-06-01,66
IMBABURA,Robo a personas,2020-06-01,14
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,8
IMBABURA,Robo de motos,2020-06-01,6
IMBABURA,Robo de carros,2020-06-01,4
IMBABURA,Robo a domicilio,2020-06-01,10
IMBABURA,Robo a unidades económicas,2020-06-01,8
LOJA,Robo a personas,2020-06-01,12
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,6
LOJA,Robo de motos,2020-06-01,1
LOJA,Robo de carros,2020-06-01,5
LOJA,Robo a domicilio,2020-06-01,17
LOJA,Robo a unidades económicas,2020-06-01,2
LOS RIOS,Robo a personas,2020-06-01,94
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,4
LOS RIOS,Robo de motos,2020-06-01,109
LOS RIOS,Robo de carros,2020-06-01,19
LOS RIOS,Robo a domicilio,2020-06-01,22
LOS RIOS,Robo a unidades económicas,2020-06-01,14
MANABI,Robo a personas,2020-06-01,59
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,4
MANABI,Robo de motos,2020-06-01,31
MANABI,Robo de carros,2020-06-01,21
MANABI,Robo a domicilio,2020-06-01,26
MANABI,Robo a unidades económicas,2020-06-01,6
MORONA SANTIAGO,Robo a personas,2020-06-01,0
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,1
MORONA SANTIAGO,Robo de motos,2020-06-01,2
MORONA SANTIAGO,Robo de carros,2020-06-01,1
MORONA SANTIAGO,Robo a domicilio,2020-06-01,10
MORONA SANTIAGO,Robo a unidades económicas,2020-06-01,1
NAPO,Robo a personas,2020-06-01,3
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,1
NAPO,Robo de motos,2020-06-01,0
NAPO,Robo de carros,2020-06-01,1
NAPO,Robo a domicilio,2020-06-01,11
NAPO,Robo a unidades económicas,2020-06-01,0
PASTAZA,Robo a personas,2020-06-01,3
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,0
PASTAZA,Robo de motos,2020-06-01,1
PASTAZA,Robo de carros,2020-06-01,1
PASTAZA,Robo a domicilio,2020-06-01,6
PASTAZA,Robo a unidades económicas,2020-06-01,2
PICHINCHA,Robo a personas,2020-06-01,271
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,176
PICHINCHA,Robo de motos,2020-06-01,90
PICHINCHA,Robo de carros,2020-06-01,104
PICHINCHA,Robo a domicilio,2020-06-01,91
PICHINCHA,Robo a unidades económicas,2020-06-01,98
TUNGURAHUA,Robo a personas,2020-06-01,19
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,18
TUNGURAHUA,Robo de motos,2020-06-01,5
TUNGURAHUA,Robo de carros,2020-06-01,2
TUNGURAHUA,Robo a domicilio,2020-06-01,8
TUNGURAHUA,Robo a unidades económicas,2020-06-01,8
ZAMORA CHINCHIPE,Robo a personas,2020-06-01,2
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,1
ZAMORA CHINCHIPE,Robo de motos,2020-06-01,0
ZAMORA CHINCHIPE,Robo de carros,2020-06-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2020-06-01,2
ZAMORA CHINCHIPE,Robo a unidades económicas,2020-06-01,1
GALAPAGOS,Robo a personas,2020-06-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,0
GALAPAGOS,Robo de motos,2020-06-01,0
GALAPAGOS,Robo de carros,2020-06-01,0
GALAPAGOS,Robo a domicilio,2020-06-01,3
GALAPAGOS,Robo a unidades económicas,2020-06-01,0
SUCUMBIOS,Robo a personas,2020-06-01,10
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,1
SUCUMBIOS,Robo de motos,2020-06-01,7
SUCUMBIOS,Robo de carros,2020-06-01,2
SUCUMBIOS,Robo a domicilio,2020-06-01,4
SUCUMBIOS,Robo a unidades económicas,2020-06-01,5
ORELLANA,Robo a personas,2020-06-01,3
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,0
ORELLANA,Robo de motos,2020-06-01,15
ORELLANA,Robo de carros,2020-06-01,2
ORELLANA,Robo a domicilio,2020-06-01,12
ORELLANA,Robo a unidades económicas,2020-06-01,2
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2020-06-01,38
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,7
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2020-06-01,22
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2020-06-01,26
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2020-06-01,16
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2020-06-01,16
SANTA ELENA,Robo a personas,2020-06-01,20
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,1
SANTA ELENA,Robo de motos,2020-06-01,5
SANTA ELENA,Robo de carros,2020-06-01,1
SANTA ELENA,Robo a domicilio,2020-06-01,30
SANTA ELENA,Robo a unidades económicas,2020-06-01,0
NACIONAL,Robo a personas,2020-06-01,1274
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2020-06-01,464
NACIONAL,Robo de motos,2020-06-01,601
NACIONAL,Robo de carros,2020-06-01,358
NACIONAL,Robo a domicilio,2020-06-01,494
NACIONAL,Robo a unidades económicas,2020-06-01,281
AZUAY,Robo a personas,2020-07-01,31
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2020-07-01,52
AZUAY,Robo de motos,2020-07-01,12
AZUAY,Robo de carros,2020-07-01,9
AZUAY,Robo a domicilio,2020-07-01,25
AZUAY,Robo a unidades económicas,2020-07-01,16
BOLIVAR,Robo a personas,2020-07-01,2
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2020-07-01,0
BOLIVAR,Robo de motos,2020-07-01,0
BOLIVAR,Robo de carros,2020-07-01,1
BOLIVAR,Robo a domicilio,2020-07-01,6
BOLIVAR,Robo a unidades económicas,2020-07-01,1
CANAR,Robo a personas,2020-07-01,10
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2020-07-01,8
CANAR,Robo de motos,2020-07-01,3
CANAR,Robo de carros,2020-07-01,2
CANAR,Robo a domicilio,2020-07-01,16
CANAR,Robo a unidades económicas,2020-07-01,4
CARCHI,Robo a personas,2020-07-01,2
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2020-07-01,1
CARCHI,Robo de motos,2020-07-01,1
CARCHI,Robo de carros,2020-07-01,0
CARCHI,Robo a domicilio,2020-07-01,1
CARCHI,Robo a unidades económicas,2020-07-01,0
COTOPAXI,Robo a personas,2020-07-01,8
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2020-07-01,7
COTOPAXI,Robo de motos,2020-07-01,6
COTOPAXI,Robo de carros,2020-07-01,5
COTOPAXI,Robo a domicilio,2020-07-01,4
COTOPAXI,Robo a unidades económicas,2020-07-01,5
CHIMBORAZO,Robo a personas,2020-07-01,27
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2020-07-01,6
CHIMBORAZO,Robo de motos,2020-07-01,4
CHIMBORAZO,Robo de carros,2020-07-01,2
CHIMBORAZO,Robo a domicilio,2020-07-01,7
CHIMBORAZO,Robo a unidades económicas,2020-07-01,5
EL ORO,Robo a personas,2020-07-01,102
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2020-07-01,7
EL ORO,Robo de motos,2020-07-01,45
EL ORO,Robo de carros,2020-07-01,10
EL ORO,Robo a domicilio,2020-07-01,39
EL ORO,Robo a unidades económicas,2020-07-01,21
