provincia,cantón,área_de_residencia,asiste_actualmente_a_la_educación_regular_o_formal?,numero_total_de_personas,ninguno,centro_de_desarrollo_infantil/creciendo_con_nuestros_hijos/guardería,número_total_de_personas_que_asisten_o_asistieron_a_educación_inicial,número_total_de_personas_que_asisten_o_asistieron_a_alfabetización,número_total_de_personas_que_asisten_o_asistieron_a_educación_general_básica,número_total_de_personas_que_asisten_o_asistieron_a_bachillerato,número_total_de_personas_que_asisten_o_asistieron_a_ciclo_postbachillerato,número_total_de_personas_que_asisten_o_asistieron_a_educación_técnica_o_tecnológica,número_total_de_personas_que_asisten_o_asistieron_a_educación_superior,número_total_de_personas_que_asisten_o_asistieron_a_maestría/posgrado,número_total_de_personas_que_asisten_o_asistieron_a_phd/doctorado
MANABI,Santa Ana,Urbana,Asiste,3879,0.0,293.0,294.0,0.0,1905,561,4.0,44.0,775.0,3.0,0.0
MANABI,Santa Ana,Urbana,No asiste,8039,657.0,14.0,23.0,21.0,2645,2745,28.0,128.0,1573.0,196.0,9.0
MANABI,Santa Ana,Rural,Asiste,11781,0.0,1202.0,728.0,2.0,6781,2016,33.0,66.0,952.0,1.0,0.0
MANABI,Santa Ana,Rural,No asiste,27763,4797.0,106.0,94.0,311.0,13837,7250,26.0,190.0,1082.0,66.0,4.0
MANABI,Sucre,Urbana,Asiste,6930,0.0,222.0,437.0,1.0,3593,1240,10.0,37.0,1390.0,0.0,0.0
MANABI,Sucre,Urbana,No asiste,15279,1679.0,39.0,49.0,29.0,4443,5261,40.0,160.0,3157.0,397.0,25.0
MANABI,Sucre,Rural,Asiste,12814,0.0,940.0,825.0,12.0,7018,2213,12.0,55.0,1730.0,9.0,0.0
MANABI,Sucre,Rural,No asiste,27818,3338.0,162.0,109.0,161.0,13089,8176,165.0,139.0,2278.0,190.0,11.0
MANABI,Tosagua,Urbana,Asiste,3858,0.0,142.0,270.0,2.0,1900,670,8.0,26.0,837.0,1.0,2.0
MANABI,Tosagua,Urbana,No asiste,7459,766.0,21.0,31.0,16.0,2138,2794,17.0,55.0,1426.0,183.0,12.0
MANABI,Tosagua,Rural,Asiste,9682,0.0,829.0,673.0,12.0,5293,1560,16.0,43.0,1251.0,4.0,1.0
MANABI,Tosagua,Rural,No asiste,21854,2808.0,126.0,106.0,136.0,10902,6153,30.0,75.0,1372.0,137.0,9.0
MANABI,24 de Mayo,Urbana,Asiste,2175,0.0,133.0,132.0,1.0,1022,384,13.0,26.0,463.0,1.0,0.0
MANABI,24 de Mayo,Urbana,No asiste,4432,394.0,37.0,14.0,25.0,1471,1456,34.0,69.0,823.0,105.0,4.0
MANABI,24 de Mayo,Rural,Asiste,7368,0.0,786.0,423.0,3.0,4099,1300,14.0,73.0,669.0,1.0,0.0
MANABI,24 de Mayo,Rural,No asiste,17498,2880.0,69.0,86.0,180.0,9020,4445,13.0,105.0,661.0,39.0,0.0
MANABI,Pedernales,Urbana,Asiste,10088,0.0,473.0,706.0,3.0,5794,1658,25.0,58.0,1362.0,9.0,0.0
MANABI,Pedernales,Urbana,No asiste,16980,2906.0,136.0,66.0,57.0,5847,5816,158.0,83.0,1717.0,185.0,9.0
MANABI,Pedernales,Rural,Asiste,15126,0.0,1049.0,973.0,23.0,9523,2604,58.0,55.0,838.0,3.0,0.0
MANABI,Pedernales,Rural,No asiste,28214,6362.0,224.0,207.0,119.0,13597,6763,72.0,71.0,742.0,57.0,0.0
MANABI,Olmedo,Urbana,Asiste,909,0.0,84.0,65.0,0.0,450,166,0.0,4.0,138.0,1.0,1.0
MANABI,Olmedo,Urbana,No asiste,1775,166.0,7.0,6.0,22.0,625,662,11.0,42.0,217.0,16.0,1.0
MANABI,Olmedo,Rural,Asiste,2194,0.0,250.0,101.0,7.0,1238,367,13.0,43.0,175.0,0.0,0.0
MANABI,Olmedo,Rural,No asiste,5212,894.0,34.0,24.0,51.0,2621,1348,24.0,46.0,164.0,6.0,0.0
MANABI,Puerto López,Urbana,Asiste,4171,0.0,208.0,317.0,0.0,2478,700,5.0,13.0,447.0,3.0,0.0
MANABI,Puerto López,Urbana,No asiste,8427,1084.0,38.0,24.0,20.0,2884,3348,20.0,61.0,889.0,55.0,4.0
MANABI,Puerto López,Rural,Asiste,4136,0.0,269.0,248.0,2.0,2540,675,5.0,17.0,379.0,1.0,0.0
MANABI,Puerto López,Rural,No asiste,8896,1296.0,28.0,42.0,47.0,3670,3138,21.0,51.0,559.0,39.0,5.0
MANABI,Jama,Urbana,Asiste,1832,0.0,140.0,141.0,2.0,983,339,5.0,6.0,216.0,0.0,0.0
MANABI,Jama,Urbana,No asiste,3427,430.0,16.0,10.0,1.0,1185,1180,13.0,32.0,515.0,43.0,2.0
MANABI,Jama,Rural,Asiste,3921,0.0,406.0,310.0,1.0,2246,668,11.0,19.0,260.0,0.0,0.0
MANABI,Jama,Rural,No asiste,7408,1328.0,27.0,28.0,24.0,3564,2047,12.0,26.0,317.0,34.0,1.0
MANABI,Jaramijó,Urbana,Asiste,10210,0.0,820.0,598.0,15.0,5805,1704,21.0,137.0,1104.0,5.0,1.0
MANABI,Jaramijó,Urbana,No asiste,18187,2200.0,154.0,72.0,75.0,7895,5524,24.0,196.0,1801.0,237.0,9.0
MANABI,Jaramijó,Rural,Asiste,500,0.0,28.0,28.0,1.0,311,63,3.0,7.0,59.0,0.0,0.0
MANABI,Jaramijó,Rural,No asiste,862,133.0,4.0,2.0,4.0,282,188,5.0,91.0,138.0,14.0,1.0
MANABI,San Vicente,Urbana,Asiste,3391,0.0,149.0,250.0,0.0,1844,564,14.0,21.0,548.0,1.0,0.0
MANABI,San Vicente,Urbana,No asiste,7013,854.0,31.0,25.0,10.0,2473,2421,19.0,45.0,1003.0,123.0,9.0
MANABI,San Vicente,Rural,Asiste,4388,0.0,299.0,277.0,1.0,2613,739,13.0,25.0,421.0,0.0,0.0
MANABI,San Vicente,Rural,No asiste,10205,1740.0,74.0,71.0,34.0,4910,2502,310.0,56.0,461.0,45.0,2.0
MORONA SANTIAGO,Morona,Urbana,Asiste,8401,0.0,312.0,597.0,3.0,4409,1411,37.0,104.0,1509.0,17.0,2.0
MORONA SANTIAGO,Morona,Urbana,No asiste,13997,1338.0,29.0,40.0,16.0,3231,4901,80.0,339.0,3194.0,789.0,40.0
MORONA SANTIAGO,Morona,Rural,Asiste,12755,0.0,759.0,809.0,5.0,8095,2181,38.0,77.0,784.0,5.0,2.0
MORONA SANTIAGO,Morona,Rural,No asiste,19782,3106.0,171.0,55.0,48.0,7755,6858,57.0,224.0,1269.0,226.0,13.0
MORONA SANTIAGO,Gualaquiza,Urbana,Asiste,3136,0.0,94.0,190.0,0.0,1883,596,7.0,37.0,326.0,3.0,0.0
MORONA SANTIAGO,Gualaquiza,Urbana,No asiste,6021,676.0,19.0,14.0,12.0,1741,2217,28.0,126.0,980.0,199.0,9.0
MORONA SANTIAGO,Gualaquiza,Rural,Asiste,4686,0.0,243.0,359.0,0.0,3179,714,8.0,29.0,151.0,3.0,0.0
MORONA SANTIAGO,Gualaquiza,Rural,No asiste,8049,1231.0,31.0,61.0,109.0,3697,2471,19.0,47.0,338.0,44.0,1.0
MORONA SANTIAGO,Limón Indanza,Urbana,Asiste,1522,0.0,101.0,106.0,0.0,863,251,3.0,30.0,167.0,1.0,0.0
MORONA SANTIAGO,Limón Indanza,Urbana,No asiste,2460,154.0,24.0,5.0,12.0,772,798,12.0,139.0,454.0,89.0,1.0
MORONA SANTIAGO,Limón Indanza,Rural,Asiste,2135,0.0,176.0,105.0,0.0,1392,333,1.0,29.0,99.0,0.0,0.0
MORONA SANTIAGO,Limón Indanza,Rural,No asiste,3485,703.0,31.0,36.0,16.0,1508,959,4.0,51.0,147.0,29.0,1.0
MORONA SANTIAGO,Palora,Urbana,Asiste,1814,0.0,114.0,150.0,0.0,1068,280,3.0,17.0,180.0,1.0,1.0
MORONA SANTIAGO,Palora,Urbana,No asiste,3934,386.0,23.0,16.0,1.0,1171,1511,9.0,71.0,685.0,60.0,1.0
MORONA SANTIAGO,Palora,Rural,Asiste,2196,0.0,151.0,147.0,1.0,1475,311,4.0,18.0,87.0,2.0,0.0
MORONA SANTIAGO,Palora,Rural,No asiste,3938,655.0,27.0,6.0,6.0,1743,1255,5.0,19.0,201.0,20.0,1.0
MORONA SANTIAGO,Santiago,Urbana,Asiste,742,0.0,39.0,59.0,0.0,424,135,2.0,10.0,72.0,1.0,0.0
MORONA SANTIAGO,Santiago,Urbana,No asiste,1607,120.0,0.0,4.0,4.0,433,662,11.0,29.0,288.0,53.0,3.0
MORONA SANTIAGO,Santiago,Rural,Asiste,2834,0.0,206.0,126.0,1.0,1808,484,2.0,27.0,179.0,1.0,0.0
MORONA SANTIAGO,Santiago,Rural,No asiste,4572,611.0,34.0,21.0,6.0,2005,1501,9.0,74.0,275.0,36.0,0.0
MORONA SANTIAGO,Sucúa,Urbana,Asiste,3800,0.0,143.0,276.0,4.0,2200,712,21.0,58.0,380.0,6.0,0.0
MORONA SANTIAGO,Sucúa,Urbana,No asiste,7046,712.0,36.0,19.0,18.0,2130,2487,28.0,198.0,1168.0,243.0,7.0
MORONA SANTIAGO,Sucúa,Rural,Asiste,4717,0.0,291.0,298.0,2.0,3080,826,12.0,33.0,173.0,2.0,0.0
MORONA SANTIAGO,Sucúa,Rural,No asiste,7941,1535.0,27.0,23.0,9.0,3432,2465,8.0,92.0,297.0,51.0,2.0
MORONA SANTIAGO,Huamboya,Urbana,Asiste,539,0.0,39.0,31.0,4.0,297,79,3.0,8.0,78.0,0.0,0.0
MORONA SANTIAGO,Huamboya,Urbana,No asiste,773,76.0,3.0,1.0,0.0,212,301,2.0,25.0,136.0,16.0,1.0
MORONA SANTIAGO,Huamboya,Rural,Asiste,4444,0.0,576.0,275.0,3.0,2768,625,12.0,23.0,162.0,0.0,0.0
MORONA SANTIAGO,Huamboya,Rural,No asiste,5074,652.0,104.0,34.0,6.0,2118,1821,11.0,64.0,241.0,20.0,3.0
MORONA SANTIAGO,San Juan Bosco,Urbana,Asiste,626,0.0,28.0,55.0,0.0,348,120,1.0,3.0,71.0,0.0,0.0
MORONA SANTIAGO,San Juan Bosco,Urbana,No asiste,987,73.0,2.0,1.0,7.0,349,350,6.0,10.0,166.0,22.0,1.0
MORONA SANTIAGO,San Juan Bosco,Rural,Asiste,1158,0.0,76.0,48.0,1.0,782,190,3.0,6.0,52.0,0.0,0.0
MORONA SANTIAGO,San Juan Bosco,Rural,No asiste,1601,307.0,10.0,4.0,13.0,760,445,1.0,8.0,48.0,4.0,1.0
MORONA SANTIAGO,Taisha,Urbana,Asiste,692,0.0,49.0,60.0,0.0,424,103,2.0,7.0,46.0,1.0,0.0
MORONA SANTIAGO,Taisha,Urbana,No asiste,1172,180.0,10.0,7.0,3.0,251,474,0.0,47.0,162.0,35.0,3.0
MORONA SANTIAGO,Taisha,Rural,Asiste,10656,0.0,1131.0,476.0,4.0,7423,1175,18.0,36.0,390.0,1.0,2.0
MORONA SANTIAGO,Taisha,Rural,No asiste,14180,4124.0,266.0,58.0,29.0,4993,4104,57.0,125.0,407.0,17.0,0.0
MORONA SANTIAGO,Logroño,Urbana,Asiste,497,0.0,8.0,31.0,0.0,298,107,0.0,3.0,50.0,0.0,0.0
MORONA SANTIAGO,Logroño,Urbana,No asiste,885,81.0,20.0,1.0,2.0,325,318,3.0,15.0,106.0,14.0,0.0
MORONA SANTIAGO,Logroño,Rural,Asiste,2719,0.0,327.0,159.0,25.0,1757,378,2.0,16.0,54.0,1.0,0.0
MORONA SANTIAGO,Logroño,Rural,No asiste,3383,537.0,34.0,13.0,8.0,1501,1162,3.0,27.0,89.0,9.0,0.0
MORONA SANTIAGO,Pablo Sexto,Urbana,Asiste,382,0.0,37.0,31.0,0.0,173,85,0.0,2.0,54.0,0.0,0.0
MORONA SANTIAGO,Pablo Sexto,Urbana,No asiste,649,62.0,2.0,0.0,2.0,201,211,3.0,12.0,132.0,22.0,2.0
MORONA SANTIAGO,Pablo Sexto,Rural,Asiste,565,0.0,68.0,34.0,1.0,340,107,1.0,2.0,12.0,0.0,0.0
MORONA SANTIAGO,Pablo Sexto,Rural,No asiste,671,129.0,2.0,12.0,7.0,295,198,1.0,4.0,19.0,4.0,0.0
MORONA SANTIAGO,Tiwintza,Urbana,Asiste,466,0.0,39.0,37.0,0.0,271,57,0.0,6.0,56.0,0.0,0.0
MORONA SANTIAGO,Tiwintza,Urbana,No asiste,688,71.0,3.0,0.0,0.0,186,293,0.0,40.0,84.0,11.0,0.0
MORONA SANTIAGO,Tiwintza,Rural,Asiste,3792,0.0,453.0,224.0,4.0,2578,451,1.0,8.0,73.0,0.0,0.0
MORONA SANTIAGO,Tiwintza,Rural,No asiste,4339,685.0,70.0,22.0,4.0,2149,1243,16.0,30.0,108.0,11.0,1.0
NAPO,Tena,Urbana,Asiste,11161,0.0,529.0,806.0,6.0,5542,1716,38.0,406.0,2087.0,29.0,2.0
NAPO,Tena,Urbana,No asiste,18563,1354.0,50.0,21.0,35.0,3271,7262,110.0,1016.0,4368.0,1003.0,73.0
NAPO,Tena,Rural,Asiste,21071,0.0,1506.0,1542.0,8.0,12734,3613,35.0,481.0,1143.0,9.0,0.0
NAPO,Tena,Rural,No asiste,30021,3493.0,123.0,76.0,113.0,11130,11959,113.0,699.0,2049.0,240.0,26.0
NAPO,Archidona,Urbana,Asiste,2914,0.0,191.0,219.0,1.0,1508,463,14.0,117.0,397.0,3.0,1.0
NAPO,Archidona,Urbana,No asiste,4439,331.0,9.0,2.0,14.0,792,1917,28.0,237.0,925.0,176.0,8.0
NAPO,Archidona,Rural,Asiste,9819,0.0,923.0,745.0,6.0,5671,1710,17.0,206.0,541.0,0.0,0.0
NAPO,Archidona,Rural,No asiste,13316,1358.0,59.0,23.0,105.0,4729,5904,21.0,280.0,785.0,50.0,2.0
NAPO,El Chaco,Urbana,Asiste,1538,0.0,67.0,105.0,0.0,787,280,12.0,55.0,229.0,3.0,0.0
NAPO,El Chaco,Urbana,No asiste,2815,184.0,12.0,5.0,6.0,742,1139,13.0,135.0,478.0,98.0,3.0
NAPO,El Chaco,Rural,Asiste,1692,0.0,99.0,124.0,0.0,871,340,6.0,53.0,196.0,3.0,0.0
NAPO,El Chaco,Rural,No asiste,3207,304.0,11.0,10.0,20.0,1154,1320,8.0,113.0,238.0,25.0,4.0
NAPO,Quijos,Urbana,Asiste,676,0.0,21.0,37.0,0.0,345,138,2.0,20.0,113.0,0.0,0.0
NAPO,Quijos,Urbana,No asiste,1296,108.0,4.0,4.0,5.0,354,467,7.0,43.0,248.0,52.0,4.0
NAPO,Quijos,Rural,Asiste,1556,0.0,34.0,113.0,0.0,819,278,16.0,75.0,217.0,4.0,0.0
NAPO,Quijos,Rural,No asiste,2944,235.0,9.0,5.0,8.0,1043,1012,32.0,140.0,393.0,62.0,5.0
NAPO,Carlos Julio Arosemena Tola,Urbana,Asiste,451,0.0,31.0,28.0,0.0,239,76,0.0,17.0,60.0,0.0,0.0
NAPO,Carlos Julio Arosemena Tola,Urbana,No asiste,822,86.0,0.0,0.0,4.0,203,332,1.0,32.0,145.0,18.0,1.0
NAPO,Carlos Julio Arosemena Tola,Rural,Asiste,1185,0.0,65.0,80.0,0.0,750,181,3.0,24.0,82.0,0.0,0.0
NAPO,Carlos Julio Arosemena Tola,Rural,No asiste,2189,317.0,6.0,8.0,2.0,843,850,8.0,35.0,109.0,10.0,1.0
PASTAZA,Pastaza,Urbana,Asiste,11693,0.0,492.0,745.0,1.0,5917,1998,68.0,305.0,2136.0,30.0,1.0
PASTAZA,Pastaza,Urbana,No asiste,21632,1646.0,99.0,32.0,14.0,4478,7583,190.0,868.0,5534.0,1095.0,93.0
PASTAZA,Pastaza,Rural,Asiste,19427,0.0,759.0,1231.0,10.0,12416,3103,41.0,319.0,1535.0,11.0,2.0
PASTAZA,Pastaza,Rural,No asiste,30002,5720.0,113.0,117.0,91.0,10056,9586,101.0,648.0,3017.0,507.0,46.0
PASTAZA,Mera,Urbana,Asiste,274,0.0,8.0,30.0,0.0,121,50,0.0,11.0,53.0,1.0,0.0
PASTAZA,Mera,Urbana,No asiste,579,36.0,2.0,0.0,1.0,168,177,4.0,22.0,139.0,28.0,2.0
PASTAZA,Mera,Rural,Asiste,5531,0.0,271.0,401.0,3.0,3185,948,8.0,103.0,607.0,5.0,0.0
PASTAZA,Mera,Rural,No asiste,8703,1060.0,37.0,24.0,28.0,2238,3452,23.0,403.0,1237.0,187.0,14.0
PASTAZA,Santa Clara,Urbana,Asiste,698,0.0,35.0,55.0,2.0,375,125,0.0,12.0,92.0,2.0,0.0
PASTAZA,Santa Clara,Urbana,No asiste,1133,118.0,9.0,1.0,0.0,270,470,3.0,38.0,197.0,26.0,1.0
PASTAZA,Santa Clara,Rural,Asiste,876,0.0,37.0,45.0,3.0,544,143,3.0,21.0,78.0,2.0,0.0
PASTAZA,Santa Clara,Rural,No asiste,1814,245.0,18.0,6.0,24.0,714,608,4.0,39.0,143.0,13.0,0.0
PASTAZA,Arajuno,Urbana,Asiste,1028,0.0,63.0,72.0,0.0,571,173,4.0,24.0,121.0,0.0,0.0
PASTAZA,Arajuno,Urbana,No asiste,1349,181.0,4.0,2.0,6.0,314,562,7.0,44.0,209.0,20.0,0.0
PASTAZA,Arajuno,Rural,Asiste,3189,0.0,185.0,253.0,0.0,2141,490,8.0,22.0,90.0,0.0,0.0
PASTAZA,Arajuno,Rural,No asiste,3987,800.0,26.0,15.0,20.0,1615,1259,12.0,63.0,168.0,9.0,0.0
PICHINCHA,Distrito Metropolitano de Quito,Urbana,Asiste,549818,0.0,11196.0,29559.0,118.0,252511,91431,1918.0,19303.0,141626.0,2008.0,148.0
PICHINCHA,Distrito Metropolitano de Quito,Urbana,No asiste,1213457,79428.0,1397.0,1856.0,1227.0,280330,397198,7308.0,61208.0,302377.0,74695.0,6433.0
PICHINCHA,Distrito Metropolitano de Quito,Rural,Asiste,297923,0.0,6100.0,17311.0,62.0,142607,51373,848.0,9477.0,69200.0,860.0,85.0
PICHINCHA,Distrito Metropolitano de Quito,Rural,No asiste,618524,47050.0,819.0,1091.0,1183.0,165272,196588,3249.0,28140.0,136848.0,35292.0,2992.0
PICHINCHA,Cayambe,Urbana,Asiste,15503,0.0,546.0,1003.0,1.0,7225,2767,77.0,569.0,3285.0,26.0,4.0
PICHINCHA,Cayambe,Urbana,No asiste,29056,2566.0,40.0,51.0,54.0,8377,10569,339.0,1394.0,4964.0,673.0,29.0
PICHINCHA,Cayambe,Rural,Asiste,21146,0.0,709.0,1324.0,5.0,11046,4179,96.0,833.0,2937.0,16.0,1.0
PICHINCHA,Cayambe,Rural,No asiste,39562,6329.0,67.0,82.0,462.0,16017,12132,273.0,1231.0,2695.0,257.0,17.0
PICHINCHA,Mejía,Urbana,Asiste,7880,0.0,112.0,483.0,0.0,3895,1326,41.0,224.0,1788.0,8.0,3.0
PICHINCHA,Mejía,Urbana,No asiste,16308,1451.0,14.0,26.0,38.0,4421,5653,158.0,856.0,3209.0,472.0,10.0
PICHINCHA,Mejía,Rural,Asiste,25815,0.0,434.0,1436.0,8.0,13595,5005,114.0,848.0,4330.0,43.0,2.0
PICHINCHA,Mejía,Rural,No asiste,51891,6489.0,68.0,157.0,200.0,18516,17839,287.0,2196.0,5433.0,679.0,27.0
PICHINCHA,Pedro Moncayo,Urbana,Asiste,4344,0.0,180.0,295.0,0.0,2311,756,13.0,121.0,662.0,6.0,0.0
PICHINCHA,Pedro Moncayo,Urbana,No asiste,8675,880.0,34.0,32.0,12.0,2724,3497,18.0,296.0,1039.0,133.0,10.0
PICHINCHA,Pedro Moncayo,Rural,Asiste,9026,0.0,344.0,588.0,2.0,4738,1826,23.0,303.0,1192.0,10.0,0.0
PICHINCHA,Pedro Moncayo,Rural,No asiste,18438,2363.0,74.0,67.0,166.0,7743,5989,26.0,505.0,1357.0,141.0,7.0
PICHINCHA,Rumiñahui,Urbana,Asiste,29606,0.0,412.0,1698.0,8.0,13408,4749,113.0,886.0,8178.0,135.0,19.0
PICHINCHA,Rumiñahui,Urbana,No asiste,67041,3763.0,50.0,97.0,64.0,12497,19950,567.0,3575.0,20742.0,5320.0,416.0
PICHINCHA,Rumiñahui,Rural,Asiste,3454,0.0,41.0,225.0,1.0,1660,693,15.0,135.0,677.0,6.0,1.0
PICHINCHA,Rumiñahui,Rural,No asiste,7803,731.0,7.0,11.0,21.0,2883,2646,78.0,366.0,938.0,117.0,5.0
PICHINCHA,San Miguel de los Bancos,Urbana,Asiste,2022,0.0,52.0,140.0,5.0,1022,324,2.0,70.0,402.0,4.0,1.0
PICHINCHA,San Miguel de los Bancos,Urbana,No asiste,3374,429.0,9.0,12.0,6.0,1116,1242,25.0,149.0,331.0,53.0,2.0
PICHINCHA,San Miguel de los Bancos,Rural,Asiste,2685,0.0,88.0,121.0,1.0,1460,556,6.0,45.0,404.0,4.0,0.0
PICHINCHA,San Miguel de los Bancos,Rural,No asiste,5580,773.0,10.0,21.0,6.0,2433,1795,9.0,115.0,367.0,47.0,4.0
PICHINCHA,Pedro Vicente Maldonado,Urbana,Asiste,2497,0.0,104.0,178.0,0.0,1394,497,1.0,81.0,240.0,2.0,0.0
PICHINCHA,Pedro Vicente Maldonado,Urbana,No asiste,4665,510.0,25.0,12.0,9.0,1473,1841,7.0,211.0,463.0,110.0,4.0
PICHINCHA,Pedro Vicente Maldonado,Rural,Asiste,2696,0.0,175.0,175.0,0.0,1751,428,9.0,35.0,123.0,0.0,0.0
PICHINCHA,Pedro Vicente Maldonado,Rural,No asiste,5617,901.0,34.0,28.0,16.0,2695,1582,6.0,66.0,263.0,24.0,2.0
PICHINCHA,Puerto Quito,Urbana,Asiste,1389,0.0,38.0,80.0,0.0,725,239,2.0,55.0,248.0,2.0,0.0
PICHINCHA,Puerto Quito,Urbana,No asiste,2444,298.0,9.0,8.0,11.0,755,869,6.0,114.0,295.0,76.0,3.0
PICHINCHA,Puerto Quito,Rural,Asiste,6776,0.0,271.0,343.0,3.0,4138,1302,10.0,89.0,616.0,4.0,0.0
PICHINCHA,Puerto Quito,Rural,No asiste,14458,2162.0,47.0,43.0,40.0,6691,4679,30.0,172.0,525.0,65.0,4.0
TUNGURAHUA,Ambato,Urbana,Asiste,53604,0.0,892.0,2824.0,15.0,25948,8662,178.0,1259.0,13624.0,185.0,17.0
TUNGURAHUA,Ambato,Urbana,No asiste,123712,8697.0,199.0,206.0,183.0,29445,35255,781.0,4307.0,35594.0,8266.0,779.0
TUNGURAHUA,Ambato,Rural,Asiste,62053,0.0,1873.0,3583.0,21.0,32905,11174,201.0,1365.0,10843.0,83.0,5.0
TUNGURAHUA,Ambato,Rural,No asiste,131295,17012.0,426.0,270.0,1926.0,54512,34411,399.0,3102.0,16200.0,2857.0,180.0
TUNGURAHUA,Baños de Agua Santa,Urbana,Asiste,4142,0.0,29.0,254.0,0.0,2084,748,8.0,165.0,847.0,7.0,0.0
TUNGURAHUA,Baños de Agua Santa,Urbana,No asiste,9958,680.0,11.0,24.0,22.0,2508,3424,33.0,569.0,2312.0,353.0,22.0
TUNGURAHUA,Baños de Agua Santa,Rural,Asiste,2212,0.0,34.0,127.0,1.0,1131,466,4.0,82.0,363.0,4.0,0.0
TUNGURAHUA,Baños de Agua Santa,Rural,No asiste,5596,479.0,5.0,7.0,31.0,2469,1721,18.0,201.0,611.0,49.0,5.0
TUNGURAHUA,Cevallos,Urbana,Asiste,1229,0.0,28.0,96.0,0.0,617,189,2.0,14.0,281.0,2.0,0.0
TUNGURAHUA,Cevallos,Urbana,No asiste,2525,160.0,4.0,4.0,3.0,833,792,13.0,69.0,548.0,94.0,5.0
TUNGURAHUA,Cevallos,Rural,Asiste,2086,0.0,84.0,137.0,2.0,1073,357,6.0,39.0,386.0,2.0,0.0
TUNGURAHUA,Cevallos,Rural,No asiste,4593,308.0,8.0,9.0,14.0,2116,1347,8.0,133.0,545.0,97.0,8.0
TUNGURAHUA,Mocha,Urbana,Asiste,466,0.0,11.0,30.0,2.0,258,79,0.0,7.0,79.0,0.0,0.0
TUNGURAHUA,Mocha,Urbana,No asiste,1050,72.0,2.0,7.0,4.0,469,341,1.0,30.0,117.0,7.0,0.0
TUNGURAHUA,Mocha,Rural,Asiste,1565,0.0,61.0,93.0,1.0,847,284,1.0,40.0,236.0,2.0,0.0
TUNGURAHUA,Mocha,Rural,No asiste,4179,309.0,10.0,5.0,9.0,2231,1127,4.0,76.0,374.0,31.0,3.0
TUNGURAHUA,Patate,Urbana,Asiste,768,0.0,22.0,49.0,0.0,346,113,3.0,45.0,189.0,1.0,0.0
TUNGURAHUA,Patate,Urbana,No asiste,1746,141.0,2.0,1.0,2.0,446,580,12.0,92.0,400.0,65.0,5.0
TUNGURAHUA,Patate,Rural,Asiste,3522,0.0,144.0,221.0,1.0,1956,669,5.0,129.0,394.0,3.0,0.0
TUNGURAHUA,Patate,Rural,No asiste,7843,956.0,19.0,11.0,53.0,3721,2258,10.0,195.0,569.0,48.0,3.0
TUNGURAHUA,Quero,Urbana,Asiste,1011,0.0,29.0,72.0,0.0,492,160,10.0,16.0,231.0,1.0,0.0
TUNGURAHUA,Quero,Urbana,No asiste,2258,207.0,10.0,8.0,11.0,830,645,9.0,66.0,412.0,59.0,1.0
TUNGURAHUA,Quero,Rural,Asiste,4652,0.0,217.0,317.0,2.0,2595,876,25.0,116.0,504.0,0.0,0.0
TUNGURAHUA,Quero,Rural,No asiste,11163,1259.0,26.0,17.0,176.0,6443,2617,19.0,119.0,438.0,48.0,1.0
TUNGURAHUA,San Pedro de Pelileo,Urbana,Asiste,3704,0.0,71.0,243.0,0.0,1807,613,20.0,85.0,860.0,5.0,0.0
TUNGURAHUA,San Pedro de Pelileo,Urbana,No asiste,7699,539.0,15.0,13.0,18.0,2299,2190,47.0,313.0,1986.0,257.0,22.0
TUNGURAHUA,San Pedro de Pelileo,Rural,Asiste,16746,0.0,570.0,1117.0,2.0,8891,3006,69.0,447.0,2637.0,6.0,1.0
TUNGURAHUA,San Pedro de Pelileo,Rural,No asiste,35748,3868.0,144.0,54.0,424.0,17388,9310,57.0,1020.0,3106.0,367.0,10.0
TUNGURAHUA,Santiago de Píllaro,Urbana,Asiste,3157,0.0,75.0,216.0,0.0,1589,534,18.0,82.0,639.0,4.0,0.0
TUNGURAHUA,Santiago de Píllaro,Urbana,No asiste,6659,533.0,6.0,13.0,16.0,1762,1886,36.0,359.0,1742.0,289.0,17.0
TUNGURAHUA,Santiago de Píllaro,Rural,Asiste,9537,0.0,282.0,542.0,2.0,5029,1791,47.0,365.0,1468.0,10.0,1.0
TUNGURAHUA,Santiago de Píllaro,Rural,No asiste,23144,3036.0,67.0,44.0,322.0,11220,5754,85.0,817.0,1601.0,192.0,6.0
TUNGURAHUA,Tisaleo,Urbana,Asiste,503,0.0,32.0,26.0,0.0,252,75,1.0,9.0,108.0,0.0,0.0
TUNGURAHUA,Tisaleo,Urbana,No asiste,1058,81.0,3.0,1.0,2.0,491,278,1.0,20.0,156.0,25.0,0.0
TUNGURAHUA,Tisaleo,Rural,Asiste,3686,0.0,174.0,227.0,2.0,1923,673,9.0,99.0,579.0,0.0,0.0
TUNGURAHUA,Tisaleo,Rural,No asiste,8663,735.0,22.0,6.0,55.0,4668,2129,24.0,162.0,775.0,86.0,1.0
ZAMORA CHINCHIPE,Zamora,Urbana,Asiste,5758,0.0,143.0,424.0,10.0,3120,975,11.0,137.0,926.0,12.0,0.0
ZAMORA CHINCHIPE,Zamora,Urbana,No asiste,11826,1029.0,26.0,31.0,28.0,2232,4206,50.0,479.0,3199.0,521.0,25.0
ZAMORA CHINCHIPE,Zamora,Rural,Asiste,3778,0.0,117.0,226.0,4.0,2232,747,7.0,60.0,384.0,1.0,0.0
